Date,Predicted_Price
2024-11-02,14.116071959485092
2024-11-03,12.884110846280583
2024-11-04,9.068378114048542
2024-11-05,2.702897085038579
2024-11-06,-2.9368615188780844
2024-11-07,-7.298524900770358
2024-11-08,-10.006058884928066
2024-11-09,-9.872105420915487
2024-11-10,-7.143334102042274
2024-11-11,-3.4380788670396885
2024-11-12,0.6939398964207246
2024-11-13,4.5656804663157065
2024-11-14,6.89304231358143
2024-11-15,7.531963966352632
2024-11-16,6.119070178184764
2024-11-17,3.510914846571705
2024-11-18,-0.25334177770990596
2024-11-19,-3.1581626285787108
2024-11-20,-4.923425205125237
2024-11-21,-5.810129154045778
2024-11-22,-4.521493757455267
2024-11-23,-3.1050221474981994
2024-11-24,-0.7393624395774827
2024-11-25,1.3514753120527754
2024-11-26,3.135272029934441
2024-11-27,4.1681195264921955
2024-11-28,3.9984532373369053
2024-11-29,2.5273848002982766
2024-11-30,0.7746679534544976
2024-12-01,-0.8698502241804389
2024-12-02,-1.7058586593920282
2024-12-03,-2.931853856047775
2024-12-04,-2.7398817247129483
2024-12-05,-1.868813254021339
2024-12-06,-1.1705464241490653
2024-12-07,-0.0422744887438479
2024-12-08,1.3302881725832525
2024-12-09,1.4228388071009788
2024-12-10,2.16110046095402
2024-12-11,1.8726912881833315
2024-12-12,1.0028267919287515
2024-12-13,0.05391194572221132
2024-12-14,-0.8083267300546314
2024-12-15,-1.53374222943044
2024-12-16,-1.3734690489810015
2024-12-17,-1.4516155108105802
2024-12-18,-1.1615813245913418
2024-12-19,-0.09406504083244338
2024-12-20,0.44597155332751726
2024-12-21,0.7909964318925532
2024-12-22,1.1282083670069072
2024-12-23,1.0526522664710867
2024-12-24,0.8766498841611109
2024-12-25,0.12288612613409783
2024-12-26,-0.20075515835884722
2024-12-27,-0.6539236685077267
2024-12-28,-0.7403664702868079
2024-12-29,-0.7944554493207404
2024-12-30,-0.6304687110396799
2024-12-31,-0.5067470139034308
2025-01-01,0.18091129193619568
2025-01-02,0.44006362756869044
2025-01-03,0.7080481362906291
2025-01-04,0.5918395780081083
2025-01-05,0.4739291952642402
2025-01-06,0.23148926528841296
2025-01-07,0.18327615242628087
2025-01-08,-0.02411643645571998
2025-01-09,-0.3682959187729596
2025-01-10,-0.32236989992903237
2025-01-11,-0.5210140143225008
2025-01-12,-0.4711311545856759
2025-01-13,-0.023568718580134304
2025-01-14,0.1379206549952742
2025-01-15,0.18568118619150514
2025-01-16,0.3456929219981285
2025-01-17,0.17313095039834114
2025-01-18,-0.028973908366149853
2025-01-19,-0.05787777331930069
2025-01-20,-0.08078621965833009
2025-01-21,0.12244048484381304
2025-01-22,-0.4265309713428359
2025-01-23,-0.23176298453254435
2025-01-24,-0.3401635991493144
2025-01-25,-0.22896863611505663
2025-01-26,-0.1544290898393258
2025-01-27,0.2509520288723477
2025-01-28,0.2607537020642082
2025-01-29,0.03103135889357972
2025-01-30,0.15885011575088673
2025-01-31,0.2050040950137082
2025-02-01,0.05081136892439265
2025-02-02,-0.19563843438128195
2025-02-03,-0.19163828624481236
2025-02-04,-0.34278148561160443
2025-02-05,-0.2419681461238602
2025-02-06,-0.021886830369931998
2025-02-07,-0.5246499283107026
2025-02-08,-0.08300006404913464
2025-02-09,0.029569803288078806
2025-02-10,0.011831943395388206
2025-02-11,0.3685570129674204
2025-02-12,0.3358030851479429
2025-02-13,0.4460143467225117
2025-02-14,-0.04883657091333224
2025-02-15,0.08734492110729558
2025-02-16,-0.1389469551842532
2025-02-17,-0.04457849047768634
2025-02-18,-0.08106444546718172
2025-02-19,-0.1388850216587564
2025-02-20,0.07453683061745371
2025-02-21,0.1501522938722789
2025-02-22,-0.2893522118470684
2025-02-23,-0.03591245590796544
2025-02-24,0.22997006037996437
2025-02-25,-0.24859360467991962
2025-02-26,-0.020336209534158566
2025-02-27,-0.1873523968509303
2025-02-28,0.07792790641434635
2025-03-01,-0.04078436337997757
2025-03-02,0.016219934468841214
2025-03-03,0.1291929284235794
2025-03-04,-0.3189733228423788
2025-03-05,-0.3153677393617122
2025-03-06,-0.4735718540551827
2025-03-07,0.1371646231180871
2025-03-08,0.16107194710722772
2025-03-09,-0.15227654217950776
2025-03-10,-0.07417932401812435
2025-03-11,0.31102579443177375
2025-03-12,-0.13176796972985913
2025-03-13,0.08773164229354385
2025-03-14,-0.04812049186343259
2025-03-15,-0.08204399801663284
2025-03-16,-0.18072258269390692
2025-03-17,-0.0161128549882132
2025-03-18,-0.16014669225552414
2025-03-19,0.28641705925997313
2025-03-20,-0.31335592416599534
2025-03-21,-0.14827755438036766
2025-03-22,0.05135397777281267
2025-03-23,-0.0461171977583601
2025-03-24,-0.15101890884112426
2025-03-25,-0.13882296394993296
2025-03-26,-0.0958394842414395
2025-03-27,0.13546992702620284
2025-03-28,-0.12716524570940696
2025-03-29,0.20885023057284738
2025-03-30,0.21233460366591658
2025-03-31,0.014591590645742631
2025-04-01,-0.08387781986065389
2025-04-02,0.006393236472643464
2025-04-03,-0.1688384743424838
2025-04-04,-0.09086493322898939
2025-04-05,0.24662771084551785
2025-04-06,-0.13082261197881342
2025-04-07,0.028923890165960104
2025-04-08,-0.0026626505256107207
2025-04-09,-0.09218904962290453
2025-04-10,-0.10979040738313867
2025-04-11,0.1171734751547659
2025-04-12,-0.2771262519779732
2025-04-13,0.06708234515881291
2025-04-14,0.3893234302182058
2025-04-15,0.03234909613993771
2025-04-16,-0.20841741804406624
2025-04-17,-0.1182759010450193
2025-04-18,-0.021276648833407776
2025-04-19,-0.09871312551685375
